Blanca,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
11/18/2016,11,18,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,9.59,25.69,27.71,29.71,30.70,30.81,28.89,27.41,21.38,4.28,0.30,0.00,0.00,0.00,0.00,0.00
11/19/2016,11,19,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,9.11,25.33,27.34,29.27,30.99,30.70,28.46,26.99,20.96,4.20,0.30,0.00,0.00,0.00,0.00,0.00
11/20/2016,11,20,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,6.58,23.22,27.20,28.92,30.99,30.70,28.46,26.93,20.19,3.21,0.30,0.00,0.00,0.00,0.00,0.00
11/21/2016,11,21,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,6.58,23.22,26.73,28.92,30.99,30.70,28.46,26.93,20.19,3.21,0.30,0.00,0.00,0.00,0.00,0.00
11/22/2016,11,22,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,6.58,23.22,26.73,28.92,30.99,30.66,28.14,26.58,19.46,3.21,0.43,0.00,0.00,0.00,0.00,0.00
11/23/2016,11,23,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.37,6.58,23.22,26.73,28.92,30.99,30.66,28.14,26.58,19.46,3.21,0.43,0.00,0.00,0.00,0.00,0.00
11/24/2016,11,24,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,6.58,23.22,26.73,28.92,30.99,30.66,28.14,26.58,19.46,3.21,0.43,0.00,0.00,0.00,0.00,0.00
11/25/2016,11,25,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,3.39,20.51,26.61,28.92,30.99,30.66,27.96,26.58,19.39,3.05,0.43,0.00,0.00,0.00,0.00,0.00
11/26/2016,11,26,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,3.39,14.24,24.14,27.44,24.75,26.17,26.86,22.11,11.92,2.51,0.43,0.00,0.00,0.00,0.00,0.00
11/27/2016,11,27,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,1.54,14.24,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.43,0.00,0.00,0.00,0.00,0.00
11/28/2016,11,28,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,1.06,14.24,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.43,0.00,0.00,0.00,0.00,0.00
11/29/2016,11,29,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.28,1.06,13.87,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.21,0.00,0.00,0.00,0.00,0.00
11/30/2016,11,30,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.06,13.87,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.21,0.00,0.00,0.00,0.00,0.00
12/1/2016,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.06,13.87,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.21,0.00,0.00,0.00,0.00,0.00
12/2/2016,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.06,13.87,24.14,27.44,30.79,30.79,28.14,26.53,18.11,2.51,0.23,0.00,0.00,0.00,0.00,0.00
12/3/2016,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.25,3.39,20.19,26.21,30.79,30.79,28.14,26.53,18.11,2.45,0.23,0.00,0.00,0.00,0.00,0.00
12/4/2016,12,4,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.25,8.40,23.04,26.84,29.58,29.27,27.42,26.15,17.19,2.31,0.23,0.00,0.00,0.00,0.00,0.00
12/5/2016,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,0.34,8.40,23.04,26.84,29.58,29.27,27.42,26.15,16.81,2.31,0.23,0.00,0.00,0.00,0.00,0.00
12/6/2016,12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,0.34,15.39,26.02,28.05,30.62,30.40,27.62,26.28,17.46,2.31,0.23,0.00,0.00,0.00,0.00,0.00
12/7/2016,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.21,0.38,15.39,26.02,28.05,30.62,30.40,27.62,26.28,17.46,2.17,0.23,0.00,0.00,0.00,0.00,0.00
12/8/2016,12,8,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.21,0.38,15.39,26.02,28.05,30.62,30.40,27.62,26.28,17.46,2.13,0.27,0.00,0.00,0.00,0.00,0.00
12/9/2016,12,9,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.32,0.49,15.39,26.02,28.05,30.62,30.40,27.62,26.28,17.46,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/10/2016,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.84,15.39,26.02,28.05,30.62,30.40,27.62,26.28,17.46,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/11/2016,12,11,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,1.75,16.37,26.02,28.05,30.62,30.40,27.62,26.28,17.52,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/12/2016,12,12,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,1.75,16.37,26.02,28.05,30.62,30.40,27.62,26.28,17.52,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/13/2016,12,13,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,1.75,16.37,25.33,27.52,30.11,30.00,27.47,26.14,17.52,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/14/2016,12,14,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,1.75,16.37,25.33,27.43,29.99,29.82,27.47,26.14,17.52,2.31,0.27,0.00,0.00,0.00,0.00,0.00
12/15/2016,12,15,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.32,1.75,16.37,25.33,27.43,29.90,29.82,27.47,26.14,17.55,2.31,0.24,0.00,0.00,0.00,0.00,0.00
12/16/2016,12,16,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,1.75,16.37,25.33,27.43,29.90,29.82,27.47,26.14,17.94,2.38,0.22,0.00,0.00,0.00,0.00,0.00
12/17/2016,12,17,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,1.75,16.37,25.33,27.43,29.90,29.82,27.47,26.14,17.94,2.38,0.22,0.00,0.00,0.00,0.00,0.00
12/18/2016,12,18,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.46,11.40,24.71,27.37,29.68,29.52,27.20,25.90,17.94,2.38,0.21,0.00,0.00,0.00,0.00,0.00
12/19/2016,12,19,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.46,9.45,23.31,27.37,29.68,29.43,27.20,25.90,17.94,2.38,0.21,0.00,0.00,0.00,0.00,0.00
12/20/2016,12,20,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.20,0.35,9.45,23.31,26.95,29.34,29.43,27.20,25.90,17.94,2.38,0.21,0.00,0.00,0.00,0.00,0.00
12/21/2016,12,21,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.19,0.35,9.45,23.31,26.95,29.01,29.43,27.14,25.90,17.94,2.38,0.21,0.00,0.00,0.00,0.00,0.00
12/22/2016,12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.19,0.35,9.45,23.31,26.95,29.01,29.43,27.14,25.90,17.94,2.38,0.21,0.00,0.00,0.00,0.00,0.00
12/23/2016,12,23,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.19,0.61,11.54,23.67,26.95,28.98,29.21,27.07,25.58,17.67,2.38,0.20,0.00,0.00,0.00,0.00,0.00
12/24/2016,12,24,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.19,0.61,11.54,23.67,26.55,28.38,28.93,26.91,25.60,23.30,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/25/2016,12,25,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,27.56,23.30,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/26/2016,12,26,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/27/2016,12,27,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/28/2016,12,28,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/29/2016,12,29,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/30/2016,12,30,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
12/31/2016,12,31,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/1/2016,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30.00,28.10,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/2/2016,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/3/2016,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/4/2016,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/5/2016,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/6/2016,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/7/2016,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/8/2016,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/9/2016,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/10/2016,1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/11/2016,1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/12/2016,1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/13/2016,1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/14/2016,1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/15/2016,1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
1/16/2016,1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.16,0.61,11.54,23.67,26.55,28.38,30.00,30,28,23.58,23.00,8.34,0.00,0.00,0.00,0.00,0.00
